segmentid,device,timestamp,filedate,filetimeutc,updatetimems,sequenceno,vin,utctime,startlocaltime,endlocaltime,swversionmaj,swversionmin,configversion,startlatitude,startlongitude,endlatitude,endlongitude,startodometer,endodometer,numbsmtx,numnormalbsmrx,numshadowbsmrx,numspatrx,numwarnings,numinforms,numgnssoutages,numcanoutages,numintersectionencounters,firmwareversionstring,configsversionstring,fullmediaversionstring,deltamediaversionstring,pluginsversionstring,totalstorageondevice,storageused,partition_date,timestamp_hr,startlocaltime_hr,endlocaltime_hr,trip_id
fb1ca60b5f23949dd53b1fbbff218423,134,1658350000000.0,20220720,213755,1969-12-31 23:24:12.516352,1,02522a2b2726fb0a03bb19f2d8d9524d,1658350000000.0,77875815,78333970,,,0,40.09406995,-83.13949628,40.10363998,-83.15706134,,202655422.0,4545,1726,0,813,0,0,0,3,6,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,384,7/20/2022,2022-07-20 20:46:40,2022-07-21 01:37:55.815000064,2022-07-21 01:45:33.969999872,13420220720213755
6514351dc28e4946cd1690bf31688f1e,122,1658360000000.0,20220720,223813,1969-12-31 23:24:12.516352,1,a0a080f42e6f13b3a2df133f073095dd,1658360000000.0,81493277,81833417,,,0,40.06101628,-83.18068676,40.05171808,-83.16464988,,,3331,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,333,7/20/2022,2022-07-20 23:33:20,2022-07-21 02:38:13.276999936,2022-07-21 02:43:53.416999936,12220220720223813
d2780b15cf28673f6586a3e084e3504e,160,1658320000000.0,20220720,115626,1969-12-31 23:24:12.516352,1,b73ce398c39f506af761d2277d853a92,1658320000000.0,42986733,43243759,,,0,40.0040513,-83.13958743,40.00270971,-83.13995531,,38528891.0,2531,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,7/20/2022,2022-07-20 12:26:40,2022-07-20 15:56:26.732999936,2022-07-20 16:00:43.759000064,16020220720115626
2cb7f7dd2bf798d0db979a52d489530f,3022,1658330000000.0,20220720,141131,1969-12-31 23:24:12.516352,1,c8862fc1a32725712838863fb1a260b9,1658330000000.0,51091133,53018533,,,0,40.08225804,-83.15577694,40.30466068,-83.52804826,3278990.0,3325990.0,19271,156,7917,5429,0,0,1,51,9,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,272,7/20/2022,2022-07-20 15:13:20,2022-07-20 18:11:31.132999936,2022-07-20 18:43:38.532999936,302220220720141131
83e0d8e6f4e35a9e51389ee82715219e,163,1661350000000.0,20220824,141342,1969-12-31 23:24:12.516352,1,0777d5c17d4066b82ab86dff8a46af6f,1661350000000.0,51222684,52109073,,,0,40.05198585,-83.04938747,40.02269967,-82.99608218,,0.0,8867,0,0,2898,0,0,0,11,7,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,333,8/24/2022,2022-08-24 14:06:40,2022-08-24 18:13:42.684000000,2022-08-24 18:28:29.072999936,16320220824141342
cbb44c3e1442a4ec2704a08e63f0005c,133,1661360000000.0,20220824,154351,1969-12-31 23:24:12.516352,1,9fc3d7152ba9336a670e36d0ed79bc43,1661360000000.0,56631416,58519102,,,0,40.10530943,-83.01836254,40.22911645,-83.37081307,,118304657.0,18846,738,0,8912,0,0,0,3,4,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,303,8/24/2022,2022-08-24 16:53:20,2022-08-24 19:43:51.416000000,2022-08-24 20:15:19.102000128,13320220824154351
73230de477377ac111b17c8315ed1cba,174,1661360000000.0,20220824,180151,1969-12-31 23:24:12.516352,1,bf8229696f7a3bb4700cfddef19fa23f,1661360000000.0,64911492,65620963,,,0,40.00675097,-82.91162146,40.0349437,-82.85774964,,376850925.0,7054,0,0,0,0,0,0,3,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,331,8/24/2022,2022-08-24 16:53:20,2022-08-24 22:01:51.492000000,2022-08-24 22:13:40.963000064,17420220824180151
c290a760a0157370c69fc77076e136b0,163,1661350000000.0,20220824,135157,1969-12-31 23:24:12.516352,1,0777d5c17d4066b82ab86dff8a46af6f,1661350000000.0,49917193,49996802,,,0,40.06281064,-83.03882017,40.06113577,-83.0418809,,0.0,795,0,0,0,0,0,0,11,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,333,8/24/2022,2022-08-24 14:06:40,2022-08-24 17:51:57.192999936,2022-08-24 17:53:16.801999872,16320220824135157
080c7c5e912e03f306ebc3b23ce9167b,162,1661380000000.0,20220824,233853,1969-12-31 23:24:12.516352,1,82aa4b0af34c2313a562076992e50aa3,1661380000000.0,85133629,85784694,,,0,40.1002997,-83.089393,40.13052843,-83.08795655,,,6365,0,0,0,0,0,0,9,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,333,8/24/2022,2022-08-24 22:26:40,2022-08-25 03:38:53.628999936,2022-08-25 03:49:44.694000128,16220220824233853
6dc9e66084d0db80c37ec7a02ac60f0a,3004,1661330000000.0,20220824,85516,1969-12-31 23:24:12.516352,1,20479c788fb27378c2c99eadcf207e7f,1661330000000.0,32116870,34049971,,,0,40.00092744,-83.14912313,40.27562934,-83.50794264,275848218.0,275905224.0,19326,1752,6303,4497,0,0,0,52,7,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,309,8/24/2022,2022-08-24 08:33:20,2022-08-24 12:55:16.870000128,2022-08-24 13:27:29.971000064,30042022082485516
4e14fd2011edce2d8dbfccd883a865ed,3042,1651510000000.0,20220502,161956,1969-12-31 23:24:12.516352,1,3fd60983292458bf7dee75f12d5e9e05,1651510000000.0,58796074,59539173,,,0,40.0767872,-83.13213241,40.14759217,-83.12948634,69690802.0,69700804.0,7433,0,0,790,0,0,0,50,1,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,367,5/2/2022,2022-05-02 16:46:40,2022-05-02 20:19:56.073999872,2022-05-02 20:32:19.172999936,304220220502161956
514c6b952a359acf2b2e1824294e09b6,84,1651460000000.0,20220502,32028,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651460000000.0,12028448,12159261,,,0,40.06342565,-83.15228964,40.06296591,-83.15371777,,74443787.0,1269,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 02:53:20,2022-05-02 07:20:28.448000000,2022-05-02 07:22:39.260999936,842022050232028
1c12fae0666bc541aa15f66bbb63d387,84,1651500000000.0,20220502,140345,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651500000000.0,50625673,51375849,,,0,40.03221839,-83.16910209,40.06297281,-83.15370762,,74456787.0,7462,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 14:00:00,2022-05-02 18:03:45.672999936,2022-05-02 18:16:15.848999936,8420220502140345
19d73688cc1629103dceea838e418740,3045,1651510000000.0,20220502,174726,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651510000000.0,64046327,64046429,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 16:46:40,2022-05-02 21:47:26.327000064,2022-05-02 21:47:26.428999936,304520220502174726
c0549f2d541b9195c4e94b6cbbf4107f,3045,1651520000000.0,20220502,200951,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651520000000.0,72590975,72590975,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 19:33:20,2022-05-03 00:09:50.975000064,2022-05-03 00:09:50.975000064,304520220502200951
33ae4b0768b865f3bf7f3289a064821f,84,1651450000000.0,20220502,1854,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651450000000.0,1134640,1199646,,,0,40.06296973,-83.15371691,40.06336856,-83.15237242,,74441788.0,613,0,0,0,0,0,0,5,0,,,,,,5110,332,5/2/2022,2022-05-02 00:06:40,2022-05-02 04:18:54.640000000,2022-05-02 04:19:59.646000128,84202205021854
f459aaf37bfcfda82051906787d79f93,3045,1651510000000.0,20220502,171612,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651510000000.0,62172263,62172263,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 16:46:40,2022-05-02 21:16:12.263000064,2022-05-02 21:16:12.263000064,304520220502171612
4ca056940136ba5cdb916ac9ed618093,3045,1651520000000.0,20220502,192047,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651520000000.0,69647698,69647698,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,331,5/2/2022,2022-05-02 19:33:20,2022-05-02 23:20:47.697999872,2022-05-02 23:20:47.697999872,304520220502192047
9125c643159168cd720a434c37ad18f2,84,1651520000000.0,20220502,185429,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651520000000.0,68069731,68666888,,,0,40.06296332,-83.15371066,40.10451233,-83.15911727,,74471787.0,5921,0,0,6286,0,0,0,41,12,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 19:33:20,2022-05-02 22:54:29.731000064,2022-05-02 23:04:26.888000000,8420220502185429
22d24ae5022581dfe60619388c9c1c90,84,1651450000000.0,20220502,2717,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651450000000.0,1637812,2159959,,,0,40.06336856,-83.15237242,40.06342565,-83.15228964,,74443787.0,5181,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 00:06:40,2022-05-02 04:27:17.812000000,2022-05-02 04:35:59.959000064,84202205022717
57bc5e28fefcdbc1b715963840c84a71,3045,1651480000000.0,20220502,93933,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651480000000.0,34773579,34773579,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 08:26:40,2022-05-02 13:39:33.579000064,2022-05-02 13:39:33.579000064,30452022050293933
42cd2cf2dde4e1823240f8b61764dfd7,84,1651520000000.0,20220502,190920,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651520000000.0,68959881,69167500,,,0,40.10451233,-83.15911727,40.102107,-83.13927522,,74473786.0,2043,0,0,663,0,0,0,5,4,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 19:33:20,2022-05-02 23:09:19.880999936,2022-05-02 23:12:47.500000000,8420220502190920
b44cd729f5d4e420ccacd9ad600751ac,3045,1651530000000.0,20220502,214254,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651530000000.0,78174335,78174436,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,226,0,1572,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 22:20:00,2022-05-03 01:42:54.335000064,2022-05-03 01:42:54.436000000,304520220502214254
dc727f573cc4702e8a18bf7d3b632223,3045,1651490000000.0,20220502,121536,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651490000000.0,44136169,44136271,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,331,5/2/2022,2022-05-02 11:13:20,2022-05-02 16:15:36.168999936,2022-05-02 16:15:36.271000064,304520220502121536
e132cddb732692e92bbe7e5708535144,84,1651530000000.0,20220502,224943,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651530000000.0,82183278,82374895,,,0,40.06339522,-83.15015937,40.06290859,-83.15373636,,74481789.0,1881,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 22:20:00,2022-05-03 02:49:43.278000128,2022-05-03 02:52:54.895000064,8420220502224943
4d8ae24fcbe61cb4727d397b4cf74801,3045,1651490000000.0,20220502,122131,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651490000000.0,44491874,44491874,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 11:13:20,2022-05-02 16:21:31.873999872,2022-05-02 16:21:31.873999872,304520220502122131
2dbfe3cc03244efff168ccae546a2943,84,1651520000000.0,20220502,192147,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651520000000.0,69707232,70264886,,,0,40.102107,-83.13927522,40.06297045,-83.15371054,,74480789.0,5514,280,0,256,0,0,0,47,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 19:33:20,2022-05-02 23:21:47.232000000,2022-05-02 23:31:04.886000128,8420220502192147
8355c701524b33828b28cdceb2434a46,84,1651510000000.0,20220502,171720,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1651510000000.0,62240597,63604525,,,0,40.06297281,-83.15370762,40.06296332,-83.15371066,,74466789.0,13604,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/2/2022,2022-05-02 16:46:40,2022-05-02 21:17:20.596999936,2022-05-02 21:40:04.524999936,8420220502171720
a24c6f7596c58a0e6b3949eedabddea7,3045,1651490000000.0,20220502,102330,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1651490000000.0,37410614,37410614,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/2/2022,2022-05-02 11:13:20,2022-05-02 14:23:30.614000128,2022-05-02 14:23:30.614000128,304520220502102330
8e7bf5b37520cd898b0c368ef61c1804,3004,1663100000000.0,20220913,203004,1969-12-31 23:24:12.516352,1,20479c788fb27378c2c99eadcf207e7f,1663100000000.0,73804778,74176478,,,0,39.98439319,-83.15302154,40.00093846,-83.14912616,277919212.0,277922205.0,3716,0,0,0,0,0,0,50,0,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,309,9/13/2022,2022-09-13 20:13:20,2022-09-14 00:30:04.777999872,2022-09-14 00:36:16.478000128,300420220913203004
a058829db1c3760e3e65b387b7dd48ba,3014,1663070000000.0,20220913,130030,1969-12-31 23:24:12.516352,1,77edbe5f897a5dbcde49d31bec1537b8,1663070000000.0,46830879,48749881,,,0,40.15261384,-83.1441723,40.30334714,-83.52595235,48071862.0,48116864.0,18605,802,78,1522,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,326,9/13/2022,2022-09-13 11:53:20,2022-09-13 17:00:30.879000064,2022-09-13 17:32:29.880999936,301420220913130030
f882b0a127e23d870bae263b39623dca,3007,1663080000000.0,20220913,132532,1969-12-31 23:24:12.516352,1,a724b9124acc7b5058ed75a31a9c2919,1663080000000.0,48332719,50326819,,,0,40.12432295,-83.16333178,40.30389234,-83.52554356,30248912.0,30295913.0,19939,505,152,1660,0,0,0,50,4,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,591,9/13/2022,2022-09-13 14:40:00,2022-09-13 17:25:32.719000064,2022-09-13 17:58:46.819000064,300720220913132532
b837ae1eab6a42e039bb8c21c40e9092,3007,1663110000000.0,20220913,215026,1969-12-31 23:24:12.516352,1,a724b9124acc7b5058ed75a31a9c2919,1663110000000.0,78625932,78626037,,,0,40.12425924,-83.16331415,40.12425924,-83.16331415,,,0,0,0,0,0,0,0,10,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,9/13/2022,2022-09-13 23:00:00,2022-09-14 01:50:25.932000000,2022-09-14 01:50:26.036999936,300720220913215026
1009ca39bbffd25b8506ce01a105b99e,3020,1663090000000.0,20220913,183220,1969-12-31 23:24:12.516352,1,e4a93f0332b2519177ed55741ea4e5e7,1663090000000.0,66740220,69767767,,,0,40.01119131,-83.17665192,40.27672691,-83.50934285,153006567.0,153054570.0,30266,2824,15445,14817,0,0,0,50,13,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,309,9/13/2022,2022-09-13 17:26:40,2022-09-13 22:32:20.220000000,2022-09-13 23:22:47.767000064,302020220913183220
574ce0b29a31bedcc61fe67122bdeb91,3045,1653000000000.0,20220519,213138,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1653000000000.0,77498649,77498752,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/19/2022,2022-05-19 22:40:00,2022-05-20 01:31:38.648999936,2022-05-20 01:31:38.752000000,304520220519213138
030be98901a825a066587a839aaa1529,3045,1652960000000.0,20220519,122621,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1652960000000.0,44780935,44780935,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/19/2022,2022-05-19 11:33:20,2022-05-19 16:26:20.935000064,2022-05-19 16:26:20.935000064,304520220519122621
068b2d8c39864db1f208d125df5450a7,3045,1652960000000.0,20220519,124945,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1652960000000.0,46185493,46185593,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/19/2022,2022-05-19 11:33:20,2022-05-19 16:49:45.492999936,2022-05-19 16:49:45.592999936,304520220519124945
413a7569dcf04a6702e999067fc2598d,3045,1652960000000.0,20220519,123715,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1652960000000.0,45435737,45435839,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/19/2022,2022-05-19 11:33:20,2022-05-19 16:37:15.736999936,2022-05-19 16:37:15.839000064,304520220519123715
649d6a5ffdc9f8ed3384e94c9c746630,163,1652990000000.0,20220519,205543,1969-12-31 23:24:12.516352,1,0777d5c17d4066b82ab86dff8a46af6f,1652990000000.0,75342991,75928947,,,0,40.11019163,-83.01123576,40.07540359,-83.04104954,,0.0,5855,0,0,0,0,0,0,11,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,330,5/19/2022,2022-05-19 19:53:20,2022-05-20 00:55:42.991000064,2022-05-20 01:05:28.947000064,16320220519205543
e25bcfb9e15a70828825e22dda941592,3047,1652970000000.0,20220519,134200,1969-12-31 23:24:12.516352,1,8e489b4966fe8f703b5be647f1cbae63,1652970000000.0,49320598,51325898,,,0,40.07239024,-83.11530541,40.30271079,-83.52515216,6361981.0,6413981.0,20044,5260,675,4614,0,0,0,50,6,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,325,5/19/2022,2022-05-19 14:20:00,2022-05-19 17:42:00.598000128,2022-05-19 18:15:25.897999872,304720220519134200
4df737240a88e6162248d0aa793d0789,3053,1652960000000.0,20220519,120438,1969-12-31 23:24:12.516352,1,177540c7bcb8db31697b601642eac8d4,1652960000000.0,43478106,43710507,,,0,40.12066004,-83.16090469,40.12279603,-83.14247993,22986934.0,22988934.0,2323,0,0,0,0,0,0,50,0,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,331,5/19/2022,2022-05-19 11:33:20,2022-05-19 16:04:38.105999872,2022-05-19 16:08:30.507000064,305320220519120438
a9b4a9cd1f24a4931f63ccef5a7b14b8,97,1652960000000.0,20220519,123053,1969-12-31 23:24:12.516352,1,e2ef524fbf3d9fe611d5a8e90fefdc9c,1652960000000.0,45053647,46310269,,,0,40.03990232,-83.18138173,40.2405309,-83.34154741,,236899323.0,12524,115,0,1980,0,0,0,3,4,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,331,5/19/2022,2022-05-19 11:33:20,2022-05-19 16:30:53.647000064,2022-05-19 16:51:50.268999936,9720220519123053
04d50f72d8028b803c85ac9358c17dd7,84,1652920000000.0,20220519,600,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1652920000000.0,360467,990328,,,0,40.0289885,-83.12156328,40.06281338,-83.15390699,,75345784.0,6264,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/19/2022,2022-05-19 00:26:40,2022-05-19 04:06:00.467000064,2022-05-19 04:16:30.328000000,8420220519600
feb32e21596cbc6f0381aeac8026efda,3045,1652990000000.0,20220519,190800,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1652990000000.0,68880394,68880503,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/19/2022,2022-05-19 19:53:20,2022-05-19 23:08:00.393999872,2022-05-19 23:08:00.503000064,304520220519190800
d93a760fccf531c6f0f28b6d47538bea,84,1653000000000.0,20220519,230348,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1653000000000.0,83028300,83242125,,,0,40.07725863,-83.13029166,40.07191954,-83.13231346,,75489782.0,2106,1136,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/19/2022,2022-05-19 22:40:00,2022-05-20 03:03:48.300000000,2022-05-20 03:07:22.124999936,8420220519230348
bfcdd805ff461bb19a007ffbf2496dca,84,1653000000000.0,20220519,224331,1969-12-31 23:24:12.516352,1,68d30a9594728bc39aa24be94b319d21,1653000000000.0,81811256,82765154,,,0,40.06297055,-83.1537019,40.07725863,-83.13029166,,75488783.0,9476,0,0,0,0,0,0,47,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,332,5/19/2022,2022-05-19 22:40:00,2022-05-20 02:43:31.256000000,2022-05-20 02:59:25.153999872,8420220519224331
5e1cf9ef24712f7ad86377494a1ad027,3045,1652990000000.0,20220519,192120,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1652990000000.0,69679953,69680053,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,0,0,5/19/2022,2022-05-19 19:53:20,2022-05-19 23:21:19.952999936,2022-05-19 23:21:20.052999936,304520220519192120
1a28099d7ed28c6f8902a5bb801948d7,3045,1653000000000.0,20220519,213750,1969-12-31 23:24:12.516352,1,0ebf197205c00fc6e0aac7261a8c1bdc,1653000000000.0,77870111,77870111,,,0,40.00388273,-83.01752766,40.00388273,-83.01752766,,,0,0,0,0,0,0,0,254,255,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,331,5/19/2022,2022-05-19 22:40:00,2022-05-20 01:37:50.111000064,2022-05-20 01:37:50.111000064,304520220519213750
5d220113331f395060ab36b505a8bbfe,3090,1658750000000.0,20220725,131327,1969-12-31 23:24:12.516352,1,748d6b6ed8e13f857ceaa6cfbdca14b8,1658750000000.0,47607560,49466016,,,0,40.10529718,-83.10471474,40.30398939,-83.52644976,0.0,0.0,18410,316,549,5834,0,0,1,1,10,HONDA-HSC-C-V1.26,0,HONDA-HSC-C-V1.11r1,HONDA-HSC-C-V1.14,0,5038,324,7/25/2022,2022-07-25 11:53:20,2022-07-25 17:13:27.560000000,2022-07-25 17:44:26.016000000,309020220725131327
9860a389c46e72f6887de8050d0215ea,77,1658760000000.0,20220725,154444,1969-12-31 23:24:12.516352,1,28dd2c7955ce926456240b2ff0100bde,1658760000000.0,56684298,57036430,,,0,40.09791991,-83.02611268,40.1004178,-83.0176836,,,2879,0,0,0,0,0,0,34,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,307,7/25/2022,2022-07-25 14:40:00,2022-07-25 19:44:44.297999872,2022-07-25 19:50:36.430000128,7720220725154444
d2124f5ef3d1fc630034c495a855fef6,77,1658760000000.0,20220725,141914,1969-12-31 23:24:12.516352,1,28dd2c7955ce926456240b2ff0100bde,1658760000000.0,51554566,51809989,,,0,40.08619339,-83.01831194,40.09795079,-83.02610778,,,2477,0,0,0,0,0,0,5,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,307,7/25/2022,2022-07-25 14:40:00,2022-07-25 18:19:14.566000128,2022-07-25 18:23:29.988999936,7720220725141914
70d43553244be94bfb1b224f658a02e5,77,1658750000000.0,20220725,122319,1969-12-31 23:24:12.516352,1,28dd2c7955ce926456240b2ff0100bde,1658750000000.0,44599629,45639132,,,0,39.93966594,-83.00759882,40.09796811,-83.02611054,,162800532.0,10356,0,0,0,0,0,0,3,0,HSC V3.11,HSC V3.11-NOSEC-CH180,HSC V3.11,0,0,5110,307,7/25/2022,2022-07-25 11:53:20,2022-07-25 16:23:19.628999936,2022-07-25 16:40:39.132000000,7720220725122319
